v1,v2,cleaned_text
ham,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle ,ham
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person,ham
ham,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes,ham
ham,all e best 4 ur exam later,ham
ham,hope ur head doesnt hurt 2 much  am ploughing my way through a pile of ironing  staying in with a chinky tonight come round if you like,ham
ham,oh ki think most of wi and nz players unsold,ham
ham,haha where got so fast lose weight thk muz go 4 a month den got effect geelater we go aust put bk e weight,ham
ham,i wonder how you got online my love  had you gone to the net cafe  did you get your phone recharged  were you on a friends net  i think of you boytoy,ham
ham,haha just kidding papa needs drugs,ham
ham,thk shld b can ya i wana go 4 lessons haha can go for one whole stretch,ham
ham,oh ok,ham
ham,r we still meeting 4 dinner tonight,ham
ham,thats cool i am a gentleman and will treat you with dignity and respect,ham
ham,shall i start from hear,ham
ham,then we wait 4 u lor no need 2 feel bad lar,ham
ham,no did you check i got his detailed message now,ham
ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,ham
ham,no i decided that only people who care about stuff vote and caring about stuff is for losers,ham
ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,ham
ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,ham
ham,cool we will have fun practicing making babies,ham
ham,actually getting ready to leave the house,ham
ham,kkany special today,ham
spam,urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,spam
ham,then we gotta do it after that,ham
ham,ive got ten bucks jay is being noncomittal,ham
ham,where at were hungry too,ham
ham,pls speak to that customer machan,ham
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,ham
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,ham
spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs,spam
ham,so wats ur opinion abt him and how abt is character,ham
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
ham,nofew hours beforewent to hair cut ,ham
ham,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,ham
ham,lmao take a pic and send it to me,ham
ham,speak only when you feel your words are better than the silence gud mrng,ham
ham,no shes currently in scotland for that,ham
ham,do you work all this week ,ham
spam,congratulations ur awarded either å£500 of cd gift vouchers  free entry 2 our å£100 weekly draw txt music to 87066 tncs wwwldewcom 1 win150ppmx3age16,spam
ham,lol great now im getting hungry,ham
ham,yes now only saw your message,ham
ham,ill be at mu in like  ltgt  seconds,ham
ham,ok,ham
ham,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,ham
ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february,ham
spam,for sale  arsenal dartboard good condition but no doubles or trebles,spam
ham,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,ham
ham,my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,ham
ham,thanks for ve lovely wisheds you rock,ham
ham,you intrepid duo you have a great time and see you both soon ,ham
ham,i asked sen to come chennai and search for job,ham
ham,dad went out oredi ,ham
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet,ham
ham,wat so late still early mah or we juz go 4 dinner lor aiya i dunno,ham
ham,arms fine hows cardiff and uni ,ham
ham,in fact when do you leave i think addie goes back to school tues or wed,ham
ham,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day ,ham
ham,yagoing for restaurant,ham
ham,its ok i just askd did u knw tht no,ham
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or å£250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020,spam
ham,those ducking chinchillas,ham
ham,i am in a marriage function,ham
ham,looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,ham
ham,donû÷t give a flying monkeys wot they think and i certainly donû÷t mind any friend of mine and all that,ham
spam,as a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,spam
ham,say thanks2 ,ham
ham,msg me when rajini comes,ham
ham,ya when are ì taking ure practical lessons i start in june  ,ham
ham,thats good because i need drugs,ham
ham,stupidits not possible,ham
ham,can ì all decide faster cos my sis going home liao,ham
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804,spam
ham,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,ham
spam,claire here am havin borin time  am now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa,spam
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,ham
spam,bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,ham
ham,kinda first one gets in at twelve aah speak tomo,ham
spam,09066362231 urgent your mobile no 07xxxxxxxxx won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap,spam
ham,ok good then i later come find ì c lucky i told ì to go earlier later pple take finish ì no more again,ham
ham,wat makes u thk ill fall down but actually i thk im quite prone 2 falls lucky my dad at home i ask him come n fetch me already,ham
spam,you 07801543489 are guaranteed the latests nokia phone a 40gb ipod mp3 player or a å£500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18,spam
ham,your account has been refilled successfully by inr  ltdecimalgt  your keralacircle prepaid account balance is rs  ltdecimalgt  your transaction id is kr ltgt ,ham
ham,i wont touch you with out your permission,ham
spam,hi its lucy hubby at meetins all day fri  i will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl,spam
ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham
ham,take some small dose tablet for fever,ham
ham,oh u must have taken your real valentine out shopping first,ham
ham,just sent you an email ûò to an address with incomm in it is that right,ham
ham,will do you gonna be at blakes all night i might be able to get out of here a little early,ham
ham,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,ham
ham,nice waitshould you be texting right now im not gonna pay your ticket ya know,ham
ham,im watching lotr w my sis dis aft so u wan 2 meet me 4 dinner at nite a not,ham
ham,why you keeping me away like this,ham
ham,i think its far more than that but find out check google maps for a place from your dorm,ham
ham,my trip was ok but quite tiring lor uni starts today but its ok 4 me cos im not taking any modules but jus concentrating on my final yr project,ham
ham,have you always been saying welp,ham
ham,im a guy browsin is compulsory,ham
ham,ok,ham
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,ham
ham,sorry ill call later,ham
ham,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it,ham
ham,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,ham
ham,i told your number to gautham,ham
ham,tell them no need to investigate about me anywhere,ham
ham,ok i juz receive,ham
ham,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,ham
spam,your account has been credited with 500 free text messages to activate just txt the word credit to no 80488 tcs www80488biz,spam
ham,in the end she might still vomit but its okay not everything will come out,ham
ham,how are you with moneyas in to youmoney aint a thinghow are you sha,ham
ham,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,ham
ham,hey gals anyone of u going down to e driving centre tmr,ham
ham,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,ham
ham,im putting it on now it should be ready for  lttimegt ,ham
ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon,ham
spam,sms ac jsco energy is high but u may not know where 2channel it 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,spam
ham,hostbased idps for linux systems,ham
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
ham,don no dawhats you plan,ham
ham,ill be there on  ltgt  ok,ham
ham,oh my god im almost home,ham
ham,total video converter free download type this in google search,ham
spam,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,spam
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,ham
ham,sounds like something that someone testing me would sayy,ham
ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,ham
ham,peteis this your phone still its jenny from college and leannewhat are you up to now,ham
ham,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,ham
ham,hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss,ham
ham,hows the champ just leaving glasgow,ham
ham,kall the bestcongrats,ham
ham,i wonder if youll get this text,ham
ham,i need to come home and give you some good lovin,ham
spam,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists,spam
ham,shall i ask one thing if you dont mistake me,ham
ham,check wid corect speling ie sarcasm,ham
spam,urgent your mobile no was awarded a å£2000 bonus caller prize on 10803 this is our 2nd attempt to contact you call 08714719523 box95qu bt national rate,spam
ham,are you angry with me what happen dear,ham
ham,i thk u dun haf 2 hint in e forum already lor cos i told ron n darren is going 2 tell shuhui,ham
ham,yup ok thanx,ham
ham,hicts employee how are you,ham
ham,pls pls find out from aunt nike,ham
ham,wow  i love you sooo much you know  i can barely stand it  i wonder how your day goes and if you are well my love  i think of you and miss you,ham
ham,no screaming means shouting,ham
ham,hey what happen de are you alright,ham
ham,should i have picked up a receipt or something earlier,ham
ham,i think chennai well settled,ham
ham,oh dang i didnt mean o send that to you lol,ham
ham,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,ham
ham,horrible bf i now v hungry,ham
ham,remember on that day,ham
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16,spam
ham,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,ham
ham,all sounds good fingers  makes it difficult to type,ham
ham,midnight at the earliest,ham
ham,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much,ham
ham,k come to nordstrom when youre done,ham
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,ham
ham,now press conference da,ham
spam,hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow,spam
ham,after completed degree there is no use in joining finance,ham
ham,good afternoon my love  any job prospects  are you missing me  what do you do  are you being lazy and bleak hmmm  or happy and filled with my love ,ham
ham,shant disturb u anymore jia you,ham
ham,bishan lar nearer no need buy so early cos if buy now i gotta park my car,ham
ham,me i dont know again oh,ham
ham,dude sux for snake he got old and raiden got buff,ham
ham,he says hi and to get your ass back to south tampa preferably at a kegger,ham
ham,in e msg jus now u said thanks for gift,ham
ham,u too,ham
ham,ok how you dear did you call chechi,ham
ham,yeah we do totes when u wanna,ham
ham,ok i found dis pierre cardin one which looks normal costs 20 its on sale,ham
ham,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more ,ham
ham,wat r u doing,ham
ham,message from  i am at truro hospital on ext you can phone me here as i have a phone by my side,ham
ham,single line with a big meaning miss anything 4 ur best life but,ham
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure,ham
ham,dnt worryuse ice pieces in a cloth packalso take 2 tablets,ham
ham,dude just saw a parked car with its sunroof popped up sux,ham
ham,get ready to put on your excellent sub face ,ham
ham,tmrw im finishing 9 doors,ham
ham,the  ltgt g that i saw a few days ago the guy wants sell wifi only for  ltgt  and with 3g for  ltgt  thats why i blanked him,ham
ham,i am late i will be there at,ham
ham,whatever im pretty pissed off,ham
ham,today is accept dayu accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,ham
ham,i dont have that much image in class,ham
ham,noi got rumour that you going to buy apartment in chennai,ham
ham,near kalainar tv officethenampet,ham
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl,spam
spam,sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now hgsuite3422lands roww1j6hl,spam
ham,my sis is catching e show in e afternoon so im not watching w her so c u wan 2 watch today or tmr lor,ham
ham,sounds gd haha can wah u yan jiu so fast liao,ham
ham,no to be nosy i guess idk am i over reacting if im freaked,ham
ham,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,ham
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam,ham
ham,why is that princess i bet the brothas are all chasing you,ham
ham,i shall book chez jules for half eight if thats ok with you,ham
ham,hhahhaahahah rofl wtf nig was leonardo in your room or something,ham
ham,yep at dereks house now see you sunday lt3,ham
ham,its cool let me know before it kicks off around  ltgt  ill be out and about all day,ham
ham,sorry ill call later,ham
ham,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,ham
ham,there are no other charges after transfer charges and you can withdraw anyhow you like,ham
ham,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,ham
ham,at 4 lets go to bill millers,ham
ham,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,ham
ham,somewhr someone is surely made 4 u and god has decided a perfect time to make u meet dat person    till den      enjoy ur crushes,ham
ham,thats my honeymoon outfit ,ham
ham,will it help if we propose going back again tomorrow,ham
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104,spam
ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,ham
ham,pls confirm the time to collect the cheque,ham
spam,as a registered subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062,spam
spam,urgent your mobile number has been awarded with a å£2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,spam
ham,daddy will take good care of you ,ham
ham,yeah probably i still gotta check out with leo,ham
ham,kthen any other special,ham
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,ham
ham,ok pa nothing problem,ham
ham,have you heard about that job im going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is ,ham
ham,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u,ham
ham,when you came to hostel,ham
ham,ok no prob ill come after lunch then,ham
ham,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya,ham
ham,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet ,ham
ham,you all ready for  big day tomorrow,ham
ham,ill probably be around mu a lot,ham
ham,645,ham
spam,rtking pro video club need help inforingtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy,spam
ham,thnx dude u guys out 2nite,ham
ham,me sef dey laugh you meanwhile hows my darling anjie,ham
ham,mm i had my food da from out,ham
ham,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,ham
ham,did u download the fring app,ham
ham,the 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible,ham
ham,friends that u can stay on fb chat with,ham
ham,fuck babe i miss you sooooo much  i wish you were here to sleep with me  my bed is so lonely  i go now to sleep  to dream of you my love ,ham
ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,ham
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599,spam
ham,ah well that confuses things doesnû÷t it,ham
spam,500 free text msgs just text ok to 80488 and well credit your account,spam
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,ham
ham,dear how you are you ok,ham
spam,you have been selected to stay in 1 of 250 top british hotels  for nothing holiday worth å£350 to claim call london 02072069400 bx 526 sw73ss,spam
ham,yes princess i want to make you happy,ham
ham,sounds like you have many talents would you like to go on a dinner date next week,ham
ham,i am going to film 2day da at 6pm sorry da,ham
ham,we not watching movie already xy wants 2 shop so im shopping w her now,ham
ham,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss,ham
ham,yesterday its with me only  now am going home,ham
spam,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,spam
ham,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face  making me feel loved and cared for,ham
ham,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me,ham
spam,0anetworks allow companies to bill for sms so they are responsible for their suppliers,spam
ham,great comedycant stop laughing da,ham
spam,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242,spam
ham,alright were all set here text the man,ham
ham,hi  where are you were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,ham
ham,sleeping nt feeling well,ham
ham,u will switch your fone on dammit,ham
ham,india have to take lead,ham
ham,ill post her out l8r in class,ham
ham,thts wat wright brother did to fly,ham
ham,evening  v good if somewhat event laden will fill you in dont you worry û head  ok but throat  wrecked see you at six then,ham
ham,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear,ham
ham,its a laptop take it with you,ham
ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room,ham
ham,i wan but too early lei me outside now wun b home so early neva mind then,ham
spam,for ur chance to win a å£250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,spam
ham,i was at bugis juz now wat but now im walking home oredi ìï so late then reply i oso saw a top dat i like but din buy where r ì now ,ham
ham,wishing you and your family merry x mas and happy new year in advance,ham
ham,at 7 we will go ok na,ham
ham,yes i posted a couple of pics on fb theres still snow outside too im just waking up ,ham
ham,sif we have one good partnership going we will take lead,ham
spam,rgent this is the 2nd attempt to contact uu have won å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,spam
ham,yeah wheres your class at,ham
ham,no just send to you bec you in temple na,ham
ham,you arent coming home between class right i need to work out and shower,ham
spam,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx callså£1minmobsmorelkpobox177hp51fl,spam
ham,s but mostly not like that,ham
ham,ìï v ma fan,ham
ham,dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor,ham
ham,guess who spent all last night phasing in and out of the fourth dimension,ham
ham,so now my dad is gonna call after he gets out of work and ask all these crazy questions,ham
ham,yesbut they said its it,ham
ham,very hurting n meaningful lines ever i compromised everything for my love,ham
ham,lmaonice 1,ham
ham,glad to see your reply,ham
spam,urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050001295 from land line claim a21 valid 12hrs only,spam
spam,monthly password for wap mobsicom is 391784 use your wap phone not pc,spam
ham,nah dub but je still buff,ham
ham,painful words i thought being happy was the most toughest thing on earth but,ham
ham,yeah thats fine its å£6 to get in is that ok ,ham
ham,lol where do u come up with these ideas,ham
ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,ham
ham,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,ham
ham,okay we wait ah,ham
ham,y lei,ham
ham,hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at 9 love me xxx,ham
ham,already am squatting is the new way of walking,ham
ham,do you want bold 2 or bb torch,ham
ham,cramps stopped going back to sleep,ham
spam,todays vodafone numbers ending with 0089my last four digits are selected to received a å£350 award if your number matches please call 09063442151 to claim your å£350 award,spam
spam,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870,spam
ham,nan sonathaya soladha why boss,ham
ham,bring tat cd don forget,ham
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 å£150 sptyrone,spam
ham,i dont know but im raping dudes at poker,ham
ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god,ham
ham,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans,ham
ham,ìï eatin later but im eatin wif my frens now lei ìï going home first ,ham
ham,finish already yar they keep saying i mushy i so embarrassed ok,ham
ham,sorry man my stash ran dry last night and i cant pick up more until sunday,ham
ham,hai priya are you right what doctor said pa where are you,ham
spam,free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service,spam
ham,ok,ham
ham,please ask mummy to call father,ham
ham,can come my room but cannot come my house cos my house still messy haha,ham
ham,i have lost 10 kilos as of today,ham
ham,just taste fish curry p,ham
ham,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp dont worry,ham
ham,yun ahnow ì wkg wherebtw if ì go nus sc ìï wana specialise in wad,ham
ham,yes i am a one woman man please tell me your likes and dislikes in bed,ham
ham,was doing my test earlier i appreciate you will call you tomorrow,ham
ham,hows my loverboy doing  what does he do that keeps him from coming to his queen hmmm  doesnt he ache to speak to me  miss me desparately ,ham
ham,u meet other fren dun wan meet me ah muz b a guy rite,ham
ham,no promises on when though havent even gotten dinner yet,ham
ham,i got your back do you have any dislikes in bed,ham
ham,o turns out i had stereo love on mi phone under the unknown album,ham
spam,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx,spam
ham,yeah i dont see why not,ham
ham,asking do u knw them or nt may be ur frnds or classmates,ham
ham,sorry about earlier putting out firesare you around to talk after 9 or do you actually have a life lol,ham
spam,wow the boys r back take that 2007 uk tour win vip tickets  prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u,spam
ham,as in missionary hook up doggy hook up standing,ham
ham,then u better go sleep dun disturb u liao u wake up then msg me lor,ham
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,ham
ham,am watching house ûò very entertaining ûò am getting the whole hugh laurie thing ûò even with the stick ûò indeed especially with the stick,ham
ham,thought praps you meant another one goodo ill look tomorrow ,ham
ham,hi jon pete here ive bin 2 spain recently  hav sum dinero left bill said u or ur åôrents mayb interested in it i hav 12000pes so around å£48 tb james,ham
ham,there bold 2  ltgt  is that yours,ham
ham,you know there is i shall speak to you in  ltgt  minutes then,ham
ham,alrite hunnywot u up 2 2nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx,ham
ham,i went to project centre,ham
ham,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune,ham
ham,lol yeah at this point i guess not,ham
ham,doing project w frens lor ,ham
ham,lol well quality aint bad at all so i aint complaining,ham
ham,k can that happen tonight,ham
spam,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive å£500000 in our easter prize drawplease telephone 09041940223 to claim before 290305 or your prize will be transferred to someone else,spam
ham,i think were going to finns now come,ham
ham,why tired what special there you had,ham
ham,i will come tomorrow di,ham
ham,i cant pick the phone right now pls send a message,ham
ham,k go and sleep well take rest,ham
ham,u guys never invite me anywhere ,ham
spam,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofå£2000 cash 18only to opt out txt x to 07786200117,spam
ham,i can do that i want to please you both inside and outside the bedroom,ham
ham,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up4 nething satlove j xxx,ham
ham,i love to wine and dine my lady,ham
spam,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline 09111030116 pobox12n146tf15,spam
ham,iåõm cool ta luv but vtired 2 cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care  spk sn x,ham
ham,i don know account detailsi will ask my mom and send youmy mom is out of reach now,ham
ham,i think u have the wrong number,ham
ham,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,ham
ham,do not b late love mum,ham
ham,got itmail panren paru,ham
ham, was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham
ham,give one miss from that number please,ham
ham,jus came back fr lunch wif my sis only u leh,ham
ham,how is your schedule next week i am out of town this weekend,ham
ham,really gooddhanush rocks once again,ham
ham,lmao ok i wont be needing u to do my hair anymore,ham
ham,miss ya need ya want ya love ya,ham
ham,sorry im not free,ham
ham,do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times,ham
ham,nt yet chikkusimple habbahw abt u,ham
ham,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,ham
ham,sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,ham
ham,joys father is john then john is the name of joys father mandan,ham
spam,hi 07734396839 ibh customer loyalty offer the new nokia6600 mobile from only å£10 at txtauctiontxt wordstart to no81151  get yours now4t,spam
ham,hi this is yijue its regarding the 3230 textbook its intro to algorithms second edition im selling it for 50,ham
spam,sms auction you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16,spam
ham,k want us to come by now,ham
ham,how its a little difficult but its a simple way to enter this place,ham
ham,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind,ham
ham,dont show yourself how far put new pictures up on facebook,ham
ham,watching tv now i got new job ,ham
ham,good afternoon sexy buns how goes the job search  i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,ham
ham,im not coming over do whatever you want,ham
ham,its ok chikku and its my 1 of favourite song,ham
ham,did u see what i posted on your facebook,ham
spam,call freephone 0800 542 0578 now,spam
spam,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase,spam
ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham
spam,loan for any purpose å£500  å£75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,spam
